occurrence_id,occurrence_location,ship_craft_type_l1,flag_state,gt_gross_tonnage,loa_length_overall_in_metres,port_of_accident_l1_occ,injury_type_l1,deaths_crew,injury_type_l1,short_description_occ,weather,loss_of_vessel_damage,date
72ca7217-85c7-eb11-bacc-0022481a7d80,Coastal waters <= 12 nm,,,,,,,0,,A motor cruiser had a damaged rudder and requested assistance.,Clear,,2021-06-01
29a83175-f6c9-eb11-bacc-0022481a7edc,Coastal waters <= 12 nm,Cargo ship,UNITED KINGDOM,29000.0,200.0,,Multiple injuries,0,Multiple injuries,A replenishment tanker crewmember sustained multiple injuries whilst on a training drill.,Clear,No damage,2021-06-01
691a1e31-87ca-eb11-bacc-0022481a7d80,Internal waters -> Port area,,,,,ITALY,,0,,A replenishment tanker reported a fire due to an exhaust fan overheating.,Overcast,,2021-06-01
f6f20618-fbd4-eb11-bacb-0022481aa665,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A cargo vessel grounded whilst attempting to berth.,Clear,,2021-06-01
0cbdc38c-0030-ec11-b6e6-002248008ab9,Coastal waters <= 12 nm,,,,,,,0,,A fishing vessel had a fouled propeller and was towed back to port.,Unknown,,2021-10-01
90db7467-dd58-ec11-8f8f-0022481a978f,Coastal waters <= 12 nm,,,,,,,0,,A sea safari rib passenger had back pain after vessel hit wave.,Clear,,2020-09-01
7963be2d-135c-ec11-8f8f-0022481ad12b,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A lifeboat made contact with the harbour wall while departing port resulting in bow damage.,Rain,,2021-12-01
f6772e21-4aaf-eb11-8236-002248003a5a,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A motor cruiser had engine failure and was being pushed onto rocks.,Unknown,,2021-05-01
14a50f9b-edc8-eb11-bacc-0022481aa732,Coastal waters <= 12 nm,,,,,,,0,,A sailing yacht grounded on a rock ledge.,Unknown,,2021-06-01
10b757ed-5a15-ec11-b6e6-0022481aa1e1,Internal waters -> Port area,Recreational craft,UNITED KINGDOM,0.0,0.0,UNITED KINGDOM,Drowning and asphyxiation,0,Drowning and asphyxiation,A person fell overboard from a dinghy whilst attempting to moor it to a buoy.,Unknown,No damage,2021-09-01
b5ec0b63-ad43-ec11-8c62-0022481ac873,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A suction dredger's stern line parted at the drum end.,Clear,,2021-10-01
a9dc35c7-874e-eb11-a812-000d3a86d535,Coastal waters <= 12 nm,,,,,,,0,,A general cargo vessel experienced engine failure.,Unknown,,2021-01-01
b54be4f5-fc53-eb11-a812-000d3a874619,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A chemical tanker lost power and was towed out of the channel. The vessel rectified the issue and went underway.,Unknown,,2021-01-01
14f8cb11-5982-eb11-a812-000d3a874f13,Internal waters -> Port area,Inland waterway vessel,UNITED KINGDOM,7.9,8.7,UNITED KINGDOM,Traumatic amputations (Loss of body parts),0,Traumatic amputations (Loss of body parts),A mooring vessel crewmember crushed their finger between a mooring line and a bollard.,Clear,No damage,2021-03-01
267b1973-7697-eb11-b1ac-0022481a813d,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A utility vessel ran aground at the entrance to harbour.,Clear,,2021-04-01
7d48b79f-8bc3-eb11-bacc-000d3a87496e,Coastal waters <= 12 nm,,,,,,,0,,A RIB started taking on water and was towed by a search and rescue vessel.,Clear,,2021-05-01
b684550d-b1c3-eb11-bacc-000d3a874298,Coastal waters <= 12 nm,,,,,,,0,,A sailing yacht required assistance after it became stuck on an underwater obstruction.,Unknown,,2021-06-01
01d0f414-32c8-eb11-bacc-0022481aa40d,Coastal waters <= 12 nm,,,,,,,0,,A recreational angling vessel reported an engine failure and was towed back to shore.,Unknown,,2021-06-01
76313088-59fb-eb11-94ef-0022481adb25,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A container ship's pilot ladder was not rigged as per SOLAS regulations.,Unknown,,2021-08-01
bfc78f32-1716-ec11-b6e6-0022481aa683,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A pilot boat made contact with bitts on the pontoon after making fast to pontoon resulting in two dents to the hull.,Overcast,,2021-09-01
03580044-772a-ec11-b6e6-0022481adfa5,Coastal waters <= 12 nm,,,,,,,0,,A hopper dredger had a small engine fire after an oil leak.,Clear,,2021-10-01
9ffd85db-d65b-eb11-a812-000d3a0ce99d,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A tug had an engine failure during sea trials.,Clear,,2021-01-01
959b0f7a-1762-eb11-a812-0022481a63ee,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A general cargo vessel made contact with a breakwater.,Overcast,,2021-01-01
aa5d9355-3c7b-eb11-a812-0022481a85c7,Coastal waters <= 12 nm,Service ship,UNITED KINGDOM,31.0,16.0,,Wounds and superficial injuries,0,Wounds and superficial injuries,A search and rescue vessel crewmember was injured whilst on service.,Rain,No damage,2021-02-01
af4c064f-08a1-eb11-b1ac-000d3a86dbf4,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A ro-ro passenger vessel had a fire as a result of a fire blanket falling behind a compressor unit.,Clear,,2021-04-01
fac5beae-f7a7-eb11-9442-0022480026ce,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,0.0,0.0,,"Effects of temperature extremes, light and radiation",0,"Effects of temperature extremes, light and radiation",A person went overboard from a privately owned yacht.,Unknown,No damage,2021-04-01
0bdcf67b-acb8-eb11-8236-002248003dd5,Coastal waters <= 12 nm,,,,,,,0,,A general cargo vessel's pilot ladder did not conform to SOLAS regulations.,Unknown,,2021-02-01
c5bdeafa-0aba-eb11-8236-002248003332,Coastal waters <= 12 nm,Service ship,UNITED KINGDOM,15.0,23.0,,"Dislocations, sprains and strains",0,"Dislocations, sprains and strains",A crew transfer vessel crewmember injured their back lifting a bag.,Unknown,No damage,2021-05-01
9dfe094d-4336-ec11-8c64-000d3a871c01,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A general cargo vessel's pilot ladder was not rigged as per current SOLAS regulations.,Unknown,,2021-10-01
a538e82d-9938-ec11-8c64-000d3a8710ed,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A general cargo ship made contact with a concrete quayside and sustained material damage.,Clear,,2021-10-01
b919f18a-2754-ec11-8f8e-000d3a0ce23b,Coastal waters <= 12 nm,,,,,,,0,,A fishing vessel's engine failed and the vessel was towed back to harbour.,Unknown,,2021-12-01
0f34f898-c85f-eb11-a812-0022481a794d,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,110000.0,290.0,,"Dislocations, sprains and strains",0,"Dislocations, sprains and strains",A cruise ship crewmember injured their shoulder after pulling a chain.,Overcast,No damage,2021-01-01
f3f3fa26-7fae-eb11-8236-002248003a5a,Coastal waters <= 12 nm,,,,,,,0,,An angling  was vessel towed after making contact with rocks.,Unknown,,2021-05-01
9aebf9ab-c3eb-eb11-bacb-000d3a86d7be,Coastal waters <= 12 nm,,,,,,,0,,A motor cruiser had a fire in the engine room.,Unknown,,2021-07-01
2a7314d5-23fc-eb11-94ef-0022481adb25,Inland waters -> River,,,,,,,0,,A container ship's pilot ladder was not rigged as per SOLAS regulations.,Unknown,,2021-08-01
4c850ac9-c604-ec11-b6e6-000d3a86b161,Coastal waters <= 12 nm,,,,,,,0,,A ro-ro passenger ferry had issues with its starboard engine but continued to port using its port engine.,Overcast,,2021-08-01
dbfc7b78-7a14-ec11-b6e6-0022481aa065,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A general cargo vessel had a loss of directional control after the helm malfunctioned and the vessel made contact with a bank.,Clear,,2021-09-01
7c75d646-a62a-ec11-b6e6-0022481adfa5,Coastal waters <= 12 nm,,,,,,,0,,A container vessel had a small fire in the scavenge space and as a result had total engine failure.,Unknown,,2021-10-01
0223049f-0354-eb11-a812-000d3a87408f,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A passenger ro-ro vessel grounded on its final approach to the berth.,Clear,,2021-01-01
2e78cd2c-b15c-eb11-a812-000d3a0ce27c,Coastal waters <= 12 nm,,,,,,,0,,A cruise ship lost an anchor during severe weather.,Overcast,,2021-01-01
352cfa60-41b9-eb11-8236-002248003e32,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A vessel's pilot ladder was not rigged as per SOLAS regulations.,Unknown,,2021-05-01
ab2d69e7-39db-eb11-bacb-000d3a86c531,Inland waters -> River,,,,,,,0,,A motor cruiser grounded and refloated on the high tide.,Unknown,,2021-07-01
a22357e1-2fde-eb11-bacb-0022481a988c,Coastal waters <= 12 nm,,,,,,,0,,A sailing vessel went aground and the crew were recovered from the vessel.,Unknown,,2021-07-01
0b9a6cc9-e3df-eb11-bacb-0022481a9595,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A tug passed another vessel at speed causing water to enter the yacht.,Overcast,,2021-07-01
524a125d-7eef-eb11-94ef-000d3a8748ae,Coastal waters <= 12 nm,,,,,,,0,,A sailing catamaran went aground.,Unknown,,2021-07-01
6c013975-0ff9-eb11-94ef-0022481adb25,Coastal waters <= 12 nm,,,,,,,0,,A motor vessel used for fishing sunk following a fire. No one was injured.,Unknown,,2021-08-01
6d50c422-ab0f-ec11-b6e6-000d3a0cc988,Inland waters -> River,,,,,,,0,,A hire cruiser passenger fell overboard and was recovered with no serious injuries.,Unknown,,2021-09-01
ee7662bf-c921-ec11-b6e6-0022481acbc3,Coastal waters <= 12 nm,,,,,,,0,,A cruise ship crewmember was electrocuted after a live wire was touching a metal beam.,Clear,,2021-09-01
e6de7980-d325-ec11-b6e6-000d3a0cc5e8,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A bulk carrier's pilot ladder was not rigged as per SOLAS regulations.,Unknown,,2021-10-01
92c485e3-6c57-ec11-8f8f-0022481a955d,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Bone fractures,0,Bone fractures,A cruise ship passenger was walking when they tripped on their right foot and fell forwards resulting in a fractured right upper arm.,Clear,No damage,2021-12-01
a75ad1c9-d096-eb11-b1ac-0022481a8a59,Coastal waters <= 12 nm,,,,,,,0,,A RIB had engine failure and was towed to safety.,Unknown,,2021-03-01
9b8dc4b1-26a4-eb11-b1ac-000d3a86d08c,Inland waters -> River,,,,,,,0,,A hire cruiser ran aground and waited overnight to refloat and to be towed.,Unknown,,2021-04-01
0487ba87-f9b6-eb11-8236-002248003dd5,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A passenger ferry had a child fall from the gangway. The child landed in their fenders and was unhurt.,Clear,,2021-05-01
635f2b5c-ade3-eb11-bacb-0022481a7d89,Coastal waters <= 12 nm,,,,,,,0,,A workboat became fouled on a wind float structure and was freed by another vessel.,Unknown,,2021-07-01
7edd24ed-8710-ec11-b6e6-000d3a0cc23e,Internal waters -> Port area,Service ship,UNITED KINGDOM,54.0,21.0,UNITED KINGDOM,Bone fractures,0,Bone fractures,A tug crewmember entered hold to dislodge a jammed cargo handling grab sustaining a hand injury in the process.,Clear,No damage,2021-08-01
97972901-e61a-ec11-b6e7-0022481a546f,Coastal waters <= 12 nm,,,,,,,0,,A sailing yacht had an electrical fire in the engine room.,Unknown,,2021-09-01
c5d15608-8931-ec11-b6e6-002248008fe9,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A general cargo vessel grounded during the approach to its berth.,Unknown,,2021-10-01
b9f5c6da-e95f-eb11-a812-0022481a7951,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A ro-ro cargo vessel made contact with a pump house.,Unknown,,2021-01-01
71f124a0-f49c-eb11-b1ac-000d3a872c0d,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,8700.0,110.0,UNITED KINGDOM,Bone fractures,0,Bone fractures,A passenger vessel crewmember slipped down a ladder and fractured their ankle.,Clear,No damage,2021-04-01
41e42646-e4b7-eb11-8236-0022480030d6,Coastal waters <= 12 nm,,,,,,,0,,A container ship's pilot ladder did not conform to SOLAS regulations.,Unknown,,2021-02-01
e55b0e4a-c2df-eb11-bacb-0022481a9595,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A container ship's pilot ladder was not rigged as per current SOLAS regulations.,Unknown,,2021-07-01
e4ab6856-89e8-eb11-bacb-000d3a86d7be,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A sailing vessel had a fire and subsequently foundered.,Unknown,,2021-07-01
9cd06a89-aaf9-eb11-94ef-0022481ad977,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A search and rescue vessel discovered a small hole in the sponson during an operation.,Overcast,,2021-08-01
1c08e09d-05fc-eb11-94ef-0022481adb25,Coastal waters <= 12 nm,,,,,,,0,,A search and rescue vessel sustained damage after contact with a pier.,Unknown,,2021-08-01
f0ed8872-0f12-ec11-b6e6-0022481b410a,Coastal waters <= 12 nm,Cargo ship,NORWAY,1800.0,79.0,,"Dislocations, sprains and strains",0,"Dislocations, sprains and strains",A pilot on board a chemical tanker slipped on the bridge steps whilst disembarking and injured their shoulder.,Rain,No damage,2021-08-01
1426fe99-7332-ec11-b6e6-00224800840a,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,0.05,4.9,,Concussions and internal injuries (including crush injuries not mentioned above),0,Concussions and internal injuries (including crush injuries not mentioned above),A sailing dingy crewmember was struck on the head with a boom.,Unknown,No damage,2021-10-01
3b3141f6-ab5d-ec11-8f8f-0022481adb76,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Bone fractures,0,Bone fractures,"A cruise ship passenger tripped and fell while playing table tennis, resulting in a broken wrist.",Overcast,No damage,2021-12-01
00a17f86-7d7a-eb11-a812-0022481a8235,Coastal waters <= 12 nm,,,,,,,0,,A crew transfer vessel grounded inbound into port.,Clear,,2021-02-01
eff485ce-6b8d-eb11-b1ac-0022481a6cb6,Internal waters -> Port area,Service ship,UNITED KINGDOM,42.0,17.0,UNITED KINGDOM,"Burns, scalds and frostbites",0,"Burns, scalds and frostbites",A search and rescue vessel crewmember got burned due to a hydraulic hose failure on a davit.,Clear,Minor damage (less than material damage),2021-03-01
d6afd6ef-91b4-eb11-8236-000d3a872300,Open sea -> Within EEZ,Fishing vessel,UNITED KINGDOM,130.0,18.0,,Traumatic amputations (Loss of body parts),0,Traumatic amputations (Loss of body parts),A fishing vessel crewmember lost tip of their finger and was airlifted to hospital.,Unknown,No damage,2021-05-01
450e7f47-4e3d-ec11-8c62-000d3a86e2fe,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A chemical tanker's pilot ladder was not rigged in compliance with SOLAS guidance.,Unknown,,2021-11-01
d9d2a68c-2951-ec11-8f8e-000d3a0cec47,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A search and rescue vessel grounded whilst launching and damaged both propellers,Overcast,,2021-11-01
995581bb-e85b-eb11-a812-000d3a0cea51,Internal waters -> Port area,Service ship,UNITED KINGDOM,23000.0,170.0,BAHRAIN,"Dislocations, sprains and strains",0,"Dislocations, sprains and strains",A vessel's crewmember injured their shoulder during aircraft refuelling operations.,Clear,No damage,2021-01-01
ce8b73c4-916f-eb11-a812-0022481a6de7,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A fishing vessel had engine failure and briefly grounded.,Unknown,,2021-02-01
d26a9264-de7c-eb11-a812-0022481a85c7,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A ro-ro cargo vessel parted a stern morning line.,Unknown,,2021-03-01
eb5b4537-fd8a-eb11-b1ac-0022481a602d,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,5600.0,89.0,UNITED KINGDOM,Bone fractures,0,Bone fractures,A crew member broke a finger and sustained other injuries after becoming trapped in an MES (Mass Evacuation System) chute during a training exercise.,Clear,No damage,2021-03-01
7742682c-90ad-eb11-8236-002248003d99,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,0.0,0.0,,"Dislocations, sprains and strains",0,"Dislocations, sprains and strains",An angling vessel crewmember dislocated their shoulder after hitting a wave awkwardly.,Unknown,No damage,2021-05-01
defe833c-98b4-eb11-8236-000d3a872300,Coastal waters <= 12 nm,,,,,,,0,,A yacht ran aground and started taking on water.,Unknown,,2021-05-01
f0bfeb64-cdbe-eb11-bacc-0022481a9916,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A container vessel's pilot ladder rigging did not conform to SOLAS.,Unknown,,2021-05-01
5a59789e-99d9-eb11-bacb-000d3a86e5ac,Coastal waters <= 12 nm,,,,,,,0,,A fishing vessel had engine failure and was towed back to port.,Unknown,,2021-06-01
3a475f90-1ef1-eb11-94ef-000d3a874326,Coastal waters <= 12 nm,,,,,,,0,,A sailing yacht's propeller fell off.,Unknown,,2021-07-01
149cbf93-7cfe-eb11-94ef-0022481ad61e,Coastal waters <= 12 nm,,,,,,,0,,A sailing vessel had an engine fire and was towed by a harbour patrol vessel.,Clear,,2021-08-01
c9549b11-110f-ec11-b6e6-000d3a0ccfc4,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A container ship's crew sent a heaving line ashore using a weighted monkey's fist.,Unknown,,2021-09-01
5f5941d1-1630-ec11-b6e6-002248008ab9,Coastal waters <= 12 nm,Fishing vessel,UNITED KINGDOM,100.0,20.0,,Bone fractures,0,Bone fractures,A fishing vessel crewmember sustained injuries to their hand after getting caught it in a chain.,Clear,No damage,2021-04-01
0ea183b6-3e5f-eb11-a812-0022481a707a,Coastal waters <= 12 nm,Fishing vessel,UNITED KINGDOM,10.0,9.8,,Traumatic amputations (Loss of body parts),0,Traumatic amputations (Loss of body parts),A fishing vessel skipper was evacuated after experiencing a severe finger injury.,Unknown,No damage,2021-01-01
84fa127c-3bcf-eb11-bacc-00224800ebd8,Coastal waters <= 12 nm,,,,,,,0,,A motor Cruiser lost steering and was assisted to safety.,Clear,,2021-06-01
275229bd-45fb-eb11-94ef-0022481adb25,Internal waters -> Port area,Cargo ship,IRELAND,2900.0,87.0,UNITED KINGDOM,Bone fractures,0,Bone fractures,A general cargo vessel crewmember fell from height onto the quayside experiencing life changing leg injuries.,Clear,No damage,2021-08-01
32b5d93d-ef0e-ec11-b6e6-000d3a0cc303,Coastal waters <= 12 nm,,,,,,,0,,A racing motor boat had a near miss with divers and a dive vessel.,Unknown,,2021-08-01
83c179b2-7661-ec11-8f8f-0022480077cb,Coastal waters <= 12 nm,,,,,,,0,,A tug had engine failure possibly due to a fuel issue and lost its anchor.,Unknown,,2021-12-01
cf854b4d-f0d4-eb11-bacb-0022481aa665,Inland waters -> River,,,,,,,0,,"A jet-RIB's jets were blocked by debris, causing it to lose propulsion and ground",Clear,,2021-06-01
b3d15da9-8bd9-eb11-bacb-000d3a86eeaf,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A cargo vessel had propulsion issues and made contact with a moored charter fishing vessel.,Clear,,2021-06-01
7d5dd26e-bfdf-eb11-bacb-0022481a9595,Internal waters -> Port area,Recreational craft,UNITED KINGDOM,0.0,0.0,UNITED KINGDOM,Concussions and internal injuries (including crush injuries not mentioned above),0,Concussions and internal injuries (including crush injuries not mentioned above),A yacht crewmember was climbing a ladder and fell back into their boat.,Unknown,No damage,2021-07-01
b2231bc8-a2e4-eb11-bacb-0022481a70b0,Coastal waters <= 12 nm,,,,,,,0,,A sailing vessel grounded and was damaged and needed a tow once it refloated.,Unknown,,2021-07-01
4eaddf90-47fc-eb11-94ef-0022481adb25,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,5.9,19.0,,"Dislocations, sprains and strains",0,"Dislocations, sprains and strains",A yacht crewmember had a back injury after falling down a hatch.,Unknown,No damage,2021-08-01
0e017ba2-3d00-ec11-94ef-0022481ad61e,Coastal waters <= 12 nm,,,,,,,0,,A fishing vessel had a propeller shaft failure and required a tow.,Unknown,,2021-08-01
6363177e-c70b-ec11-b6e6-0022481a9c32,Coastal waters <= 12 nm,,,,,,,0,,A fishing vessel had engine failure and grounded.,Unknown,,2021-08-01
4074e6ea-7211-ec11-b6e6-0022481b4198,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A container ship's pilot ladder was not rigged as per SOLAS regulations.,Unknown,,2021-09-01
d7bc1a70-0f25-ec11-b6e6-000d3a0cc17e,Coastal waters <= 12 nm,,,,,,,0,,A cargo vessel lost propulsion and steerage and had to anchor. The vessel was taken under tow to port.,Unknown,,2021-10-01
8e2149c4-a64e-ec11-8f8e-000d3a0cec47,Open sea -> Within EEZ,Recreational craft,UNITED KINGDOM,1.1,8.6,,Drowning and asphyxiation,0,Drowning and asphyxiation,An ocean rowing boat capsized with four crew onboard,Rain,Loss of ship -> Actual loss,2021-11-01
8e2149c4-a64e-ec11-8f8e-000d3a0cec47,Open sea -> Within EEZ,Recreational craft,UNITED KINGDOM,1.1,8.6,,Concussions and internal injuries (including crush injuries not mentioned above),0,Concussions and internal injuries (including crush injuries not mentioned above),An ocean rowing boat capsized with four crew onboard,Rain,Loss of ship -> Actual loss,2021-11-01
80991f98-8b6b-eb11-a812-000d3a870f0e,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A container ship's crew used a dangerously weighted heaving line.,Unknown,,2021-02-01
c49960dd-8785-eb11-a812-0022481a7236,Internal waters -> Port area,Cargo ship,UNITED KINGDOM,28000.0,200.0,UNITED KINGDOM,Wounds and superficial injuries,0,Wounds and superficial injuries,A service vessel crewmember slipped on a step and injured their head.,Clear,No damage,2021-03-01
7789c67c-18c9-eb11-bacc-0022481aa40d,Inland waters -> River,,,,,,,0,,A small passenger vessel experienced engine failure and subsequently grounded.,Clear,,2021-05-01
6b48474f-18f1-eb11-94ef-000d3a8748ae,Inland waters -> Lake,,,,,,,0,,A motor cruiser had engine failure resulting in the vessel going aground.,Unknown,,2021-07-01
15fd6569-c222-ec11-b6e6-0022481acbc3,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A bulk carrier's pilot ladder was in poor condition.,Unknown,,2021-10-01
41a2062b-7327-ec11-b6e6-000d3a0ccdd8,Internal waters -> Port area,Inland waterway vessel,UNITED KINGDOM,300.0,30.0,UNITED KINGDOM,Wounds and superficial injuries,0,Wounds and superficial injuries,A tug vessel crewmember fell and sustained a gash to the underside of their forearm,Unknown,No damage,2021-10-01
209f55bc-2733-ec11-b6e6-002248008fe9,Open sea -> Within EEZ,,,,,,,0,,A fishing vessel had engine failure and water ingress.,Unknown,,2021-10-01
91558240-44a7-eb11-9442-00224800256c,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A passenger vessel had engine failure and was towed.,Unknown,,2021-04-01
4f882ec5-8dd2-eb11-bacb-0022481aa07d,Coastal waters <= 12 nm,,,,,,,0,,A fishing vessel grounded after a crewmember fell asleep during their watch.,Overcast,,2021-06-01
14faf380-9ee0-eb11-bacb-0022481a964c,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A vehicle carrier vessel's pilot ladder was not rigged as per SOLAS regulations.,Unknown,,2021-07-01
8fc41d08-ca0f-ec11-b6e6-000d3a0cc23e,Internal waters -> Port area,Recreational craft,UNITED KINGDOM,0.0,0.0,UNITED KINGDOM,Drowning and asphyxiation,0,Drowning and asphyxiation,A RIB passenger fell overboard.,Clear,No damage,2021-08-01
5b3e78b6-d525-ec11-b6e6-000d3a0cc5e8,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A general cargo vessel's pilot ladder was not rigged as per SOLAS regulations.,Unknown,,2021-10-01
a07b8e65-8331-ec11-b6e6-0022480097c9,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,58000.0,230.0,,Bone fractures,0,Bone fractures,A cruise ship passenger lost their balance and fell resulting in a hip fracture.,Clear,No damage,2021-10-01
b2d751fe-1d42-ec11-8c62-0022481ac144,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A search and rescue vessel made contact with a carriage on recovery resulting in minor damage,Clear,,2021-10-01
a5968cea-5c57-ec11-8f8f-0022481a9277,Coastal waters <= 12 nm,,,,,,,0,,A remote unmanned survey vessel capsized in large swell,Clear,,2021-11-01
0482c54b-9461-ec11-8f8f-0022480077cb,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A dive vessel reported electronic chart failure whilst underway in fog.,Unknown,,2021-12-01
997d38d8-295b-eb11-a812-000d3a0ce99d,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A bulk carrier had a near miss with a lock after a bow thruster malfunction.,Clear,,2021-01-01
9bc5b172-787a-eb11-a812-0022481a85c7,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A tug grounded during operations.,Unknown,,2021-02-01
04131f28-a2f6-eb11-94ef-0022481a8703,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,An offshore supply vessel experienced steering failure and avoided making contact with a quayside.,Unknown,,2021-07-01
406a40b5-7910-ec11-b6e6-000d3a0cc988,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A chemical tanker's pilot ladder was not rigged as per SOLAS regulations.,Unknown,,2021-09-01
e86cc010-ba2d-ec11-b6e6-0022481ad30f,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A bulk carrier's pilot ladder was not rigged in compliance with SOLAS guidance.,Unknown,,2021-10-01
a28b2fee-5349-ec11-8c62-00224800a127,Coastal waters <= 12 nm,,,,,,,0,,A cargo vessel dropped it's anchor to avoid a collision with a bridge,Unknown,,2021-11-01
9763d1d1-385a-eb11-a812-000d3a0cea51,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A service ship made contact with a jetty during dredging operations.,Clear,,2021-01-01
3e63b789-e596-eb11-b1ac-0022481a8a59,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A ro-ro ferry had a fire on its main car deck.,Clear,,2021-04-01
5c89fc6c-7f97-eb11-b1ac-0022481a813d,Coastal waters <= 12 nm,,,,,,,0,,An inland waterways vessel sank during towage.,Clear,,2021-04-01
cf6cd9de-1daf-eb11-8236-002248003a5a,Coastal waters <= 12 nm,,,,,,,0,,A motor cruiser was towed due to water ingress.,Unknown,,2021-05-01
5347183f-3cde-eb11-bacb-0022481a988c,Coastal waters <= 12 nm,,,,,,,0,,A sailing vessel's mast collapsed and was taking on water.  The vessel was towed back to port.,Unknown,,2021-07-01
a5120a6e-3af1-eb11-94ef-000d3a874326,Coastal waters <= 12 nm,,,,,,,0,,A fishing vessel had engine failure and was towed back to port.,Unknown,,2021-07-01
ca63af02-f351-ec11-8f8e-000d3a0ceb42,Coastal waters <= 12 nm,Fishing vessel,UNITED KINGDOM,3.5,7.5,,Drowning and asphyxiation,0,Drowning and asphyxiation,A fishing vessel capsized whilst dredging in shallow water,Unknown,Loss of ship -> Actual loss,2021-11-01
77ca0106-b85f-eb11-a812-0022481a7a62,Coastal waters <= 12 nm,,,,,,,0,,A fishing vessel had engine issues.,Unknown,,2021-01-01
5e20d9bf-3f83-eb11-a812-000d3a874f13,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A tug received a weighted heaving line during tug operations.,Unknown,,2021-03-01
365e93a5-39c5-eb11-bacc-000d3a87496e,Coastal waters <= 12 nm,,,,,,,0,,A sailing yacht had a de-masting and required assistance.,Unknown,,2021-06-01
70fc7ee1-7bdd-eb11-bacb-0022481a9194,Coastal waters <= 12 nm,,,,,,,0,,A wind farm support vessel reported a starboard engine fire alarm activation.,Unknown,,2021-07-01
595e8374-86e4-eb11-bacb-0022481a70b0,Coastal waters <= 12 nm,,,,,,,0,,A fishing vessel was taken under tow after engine failure.,Clear,,2021-07-01
149a6f71-ede9-eb11-bacb-000d3a86dbfa,Internal waters -> Port area,,,,,UNITED KINGDOM,,0,,A vessel had a non-compliant pilot ladder arrangement.,Unknown,,2021-07-01
